Rk,NAME,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
390,Damian Jones,27,2TM,C,41,1,477,55,86,.640,10,17,.588,45,69,.652,.698,22,29,.759,42,80,122,15,8,21,23,55,142,0,0,jonesda03
392,Furkan Korkmaz,25,PHI,SG,37,0,353,48,111,.432,18,46,.391,30,65,.462,.514,26,36,.722,6,36,42,22,10,3,24,18,140,0,0,korkmfu01
394,Frank Ntilikina,24,DAL,SG,47,5,607,48,132,.364,17,67,.254,31,65,.477,.428,22,33,.667,7,55,62,58,16,7,29,65,135,0,0,ntilila01
395,Markieff Morris,33,2TM,PF,35,2,355,47,115,.409,28,71,.394,19,44,.432,.530,10,10,1.000,13,58,71,31,9,5,18,48,132,0,0,morrima02
396,Richaun Holmes,29,SAC,C,42,1,348,55,89,.618,5,8,.625,50,81,.617,.646,15,19,.789,29,51,80,9,3,11,14,50,130,0,0,holmeri01
398,Chuma Okeke,24,ORL,SF,27,8,518,43,122,.352,26,86,.302,17,36,.472,.459,16,21,.762,26,70,96,37,19,11,17,40,128,0,0,okekech01
399,Udoka Azubuike,23,UTA,C,36,4,359,59,72,.819,0,0,0,59,72,.819,.819,7,20,.350,31,88,119,11,6,15,18,34,125,0,0,azubuud01
400,Jae Crowder,32,MIL,PF,18,3,340,45,94,.479,24,55,.436,21,39,.538,.606,10,12,.833,17,52,69,27,12,6,7,27,124,0,0,crowdja01
403,Matt Ryan,25,2TM,SF,34,0,310,40,108,.370,32,84,.381,8,24,.333,.519,10,12,.833,4,22,26,16,5,1,7,27,122,0,0,ryanma01
407,Kira Lewis Jr.,21,NOP,PG,25,0,235,40,88,.455,15,34,.441,25,54,.463,.540,19,22,.864,5,28,33,23,10,2,10,24,114,0,0,lewiski01
409,Robin Lopez,34,CLE,C,37,2,299,48,75,.640,2,4,.500,46,71,.648,.653,14,18,.778,23,28,51,19,2,8,25,43,112,0,0,lopezro01
411,Ish Smith,34,DEN,PG,43,0,398,52,131,.397,2,12,.167,50,119,.420,.405,2,4,.500,5,49,54,100,8,7,44,33,108,0,0,smithis01
413,Boban Marjanović,34,HOU,C,31,0,171,41,60,.683,0,1,.000,41,59,.695,.683,20,27,.741,20,40,60,9,5,2,14,10,102,0,0,marjabo01
414,Gary Payton II,30,2TM,SG,22,1,367,41,69,.594,13,26,.500,28,43,.651,.688,6,7,.857,24,45,69,30,22,5,16,43,101,0,0,paytoga02
415,Kessler Edwards,22,2TM,SF,36,4,385,36,93,.387,17,55,.309,19,38,.500,.478,11,15,.733,23,38,61,23,14,6,13,40,100,0,0,edwarke02
417,Cody Zeller,30,MIA,C,15,2,217,37,59,.627,0,2,.000,37,57,.649,.627,24,35,.686,25,39,64,10,3,4,14,33,98,0,0,zelleco01
419,Skylar Mays,25,POR,PG,6,6,189,34,68,.500,12,26,.462,22,42,.524,.588,12,13,.923,2,17,19,50,6,1,10,11,92,0,0,mayssk01
423,Terry Taylor,23,2TM,PF,31,2,264,39,75,.520,5,19,.263,34,56,.607,.553,6,11,.545,27,20,47,10,3,6,9,26,89,0,0,taylote01
425,David Duke Jr.,23,BRK,SG,23,0,228,36,78,.462,1,12,.083,35,66,.530,.468,12,17,.706,11,18,29,21,10,1,18,31,85,0,0,dukeda01
433,Jeff Dowtin,25,TOR,PG,25,0,259,25,57,.439,5,16,.313,20,41,.488,.482,6,9,.667,6,17,23,31,9,3,5,13,61,0,0,dowtije01
434,Danny Green,35,2TM,SG,11,0,138,22,49,.449,16,37,.432,6,12,.500,.612,1,1,1.000,3,11,14,6,6,3,10,16,61,0,0,greenda02
436,Mamadi Diakite,26,CLE,C,22,2,176,24,50,.480,7,21,.333,17,29,.586,.550,2,2,1.000,8,22,30,8,4,9,12,26,57,0,0,diakima01
441,Trent Forrest,24,ATL,SG,23,3,277,25,60,.417,0,2,.000,25,58,.431,.417,2,3,.667,5,32,37,38,7,2,15,17,52,0,0,forretr01
442,Thanasis Antetokounmpo,30,MIL,PF,37,0,206,20,46,.435,0,8,.000,20,38,.526,.435,11,22,.500,15,29,44,15,3,3,12,22,51,0,0,antetth01
443,Jay Huff,24,WAS,C,7,0,95,15,25,.600,6,12,.500,9,13,.692,.720,15,16,.938,6,15,21,10,3,4,5,15,51,0,0,huffja01
444,James Johnson,35,IND,PF,18,1,162,22,49,.449,3,15,.200,19,34,.559,.480,4,8,.500,4,26,30,15,7,6,8,32,51,0,0,johnsja01
445,Garrett Temple,36,NOP,SG,25,0,162,18,45,.400,11,26,.423,7,19,.368,.522,3,4,.750,5,12,17,13,9,2,4,15,50,0,0,templga01
446,Lindell Wigginton,24,MIL,PG,7,1,87,18,37,.486,6,18,.333,12,19,.632,.568,8,9,.889,0,7,7,14,0,2,12,7,50,0,0,wiggili01
447,Daniel Theis,30,IND,C,7,1,109,21,44,.477,2,11,.182,19,33,.576,.500,5,12,.417,7,15,22,9,2,6,3,7,49,0,0,theisda01
454,Shaquille Harrison,29,POR,SG,5,0,120,15,36,.417,3,10,.300,12,26,.462,.458,11,15,.733,1,21,22,30,11,2,6,12,44,0,0,harrish01
455,Otto Porter Jr.,29,TOR,SF,8,2,146,15,30,.500,6,17,.353,9,13,.692,.600,8,8,1.000,6,13,19,8,11,0,4,7,44,0,0,porteot01
458,Alex Len,29,SAC,C,26,2,161,16,30,.533,0,2,.000,16,28,.571,.533,11,16,.688,24,36,60,12,4,11,16,28,43,0,0,lenal01
461,Jaden Springer,20,PHI,SG,16,2,89,17,35,.486,2,5,.400,15,30,.500,.514,6,8,.750,6,8,14,8,7,3,3,15,42,0,0,sprinja01
463,Omer Yurtseven,24,MIA,C,9,0,83,16,27,.593,3,7,.429,13,20,.650,.648,5,6,.833,8,15,23,2,2,2,4,16,40,0,0,yurtsom01
465,Jared Butler,22,OKC,PG,6,1,77,15,32,.469,7,14,.500,8,18,.444,.578,0,0,0,1,3,4,8,5,0,5,5,37,0,0,butleja02
466,Vit Krejci,22,ATL,PG,29,0,165,15,37,.405,5,21,.238,10,16,.625,.473,1,2,.500,6,20,26,17,5,1,5,17,36,0,0,krejcvi01
467,Olivier Sarr,23,OKC,C,9,1,114,15,30,.500,1,8,.125,14,22,.636,.517,5,7,.714,12,19,31,4,1,5,4,17,36,0,0,sarrol01
468,Cody Martin,27,CHO,SF,7,0,134,14,36,.389,3,14,.214,11,22,.500,.431,4,7,.571,8,16,24,11,4,1,2,13,35,0,0,martico01
472,Greg Brown III,21,POR,PF,16,0,93,11,28,.393,1,7,.143,10,21,.476,.411,5,12,.417,2,17,19,3,4,5,6,13,28,0,0,browngr01
474,Joshua Primo,20,SAS,SG,4,0,93,9,26,.346,3,12,.250,6,14,.429,.404,7,9,.778,2,11,13,18,1,2,11,8,28,0,0,primojo01
476,Ryan Arcidiacono,28,2TM,PG,20,4,172,9,37,.243,8,23,.348,1,14,.071,.351,0,0,0,0,15,15,23,5,0,7,17,26,0,0,arcidry01
478,Sam Merrill,26,CLE,SG,5,0,59,9,22,.409,5,18,.278,4,4,1.000,.523,2,2,1.000,0,9,9,5,4,0,0,3,25,0,0,merrisa01
481,Micah Potter,24,UTA,PF,7,0,52,10,15,.667,4,7,.571,6,8,.750,.800,0,0,0,3,13,16,4,1,0,2,5,24,0,0,pottemi01
487,Trevelin Queen,25,IND,SG,7,0,70,7,29,.241,2,15,.133,5,14,.357,.276,5,5,1.000,8,9,17,6,2,5,7,4,21,0,0,queentr01
490,Justin Jackson,27,BOS,SF,23,0,107,7,27,.259,5,20,.250,2,7,.286,.352,1,2,.500,2,15,17,9,4,4,2,7,20,0,0,jacksju01
505,Neemias Queta,23,SAC,C,5,0,29,6,9,.667,0,0,0,6,9,.667,.667,0,2,.000,5,6,11,1,0,2,1,7,12,0,0,quetane01
506,Justin Champagnie,21,2TM,SF,5,0,34,5,15,.333,1,5,.200,4,10,.400,.367,0,0,0,3,5,8,4,1,0,0,2,11,0,0,champju01
517,Xavier Moon,28,LAC,SG,4,0,20,3,9,.333,1,3,.333,2,6,.333,.389,0,0,0,0,3,3,5,0,0,1,2,7,0,0,moonxa01
524,Dylan Windler,26,CLE,SF,3,0,10,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,0,0,0,0,1,1,0,1,0,5,0,0,windldy01
525,Braxton Key,25,DET,SF,3,0,9,1,1,1.000,0,0,0,1,1,1.000,1.000,2,2,1.000,0,1,1,0,0,0,0,0,4,0,0,keybr01
0,League Average,0,0,0,0,0,0,0,0,.475,0,0,.361,0,0,.548,.545,0,0,.782,0,0,0,0,0,0,0,0,0,0,0,-9999
